Country Name,Crecimiento PIB per cápita 60s,Crecimiento PIB per cápita 70s,Crecimiento PIB per cápita 80s,Crecimiento PIB per cápita 90s,Crecimiento PIB per cápita 2000s,Crecimiento PIB per cápita 2010-hoy
Estonia,,,,6.37,4.87,3.5216666666666665
Eswatini,,2.498888888888888,4.949000000000001,2.5989999999999984,2.717,1.7966666666666669
Ethiopia,,,-0.8124999999999998,-0.6629999999999998,5.105,6.211666666666666
Euro area,,3.0677777777777777,1.994,1.894,0.9120000000000004,0.9208333333333332
Europe & Central Asia,,2.6444444444444444,1.759,1.249,1.7000000000000002,1.2433333333333334
Europe & Central Asia (excluding high income),,,,-3.509,5.183,2.7116666666666664
Europe & Central Asia (IDA & IBRD countries),,,,-2.628,5.007,2.7666666666666666
European Union,,2.9322222222222223,1.967,1.931,1.2739999999999996,1.1708333333333334
Fiji,1.436666666666667,4.361,-0.7120000000000002,2.068,0.5449999999999999,0.6875
Finland,4.045555555555556,3.444,3.2099999999999995,1.485,1.7560000000000002,0.7816666666666665
Fragile and conflict affected situations,10.76,3.146000000000001,-1.3120000000000012,-1.3620000000000005,2.8240000000000003,-0.07916666666666661
France,4.528888888888889,3.4429999999999996,1.804,1.577,0.7799999999999994,0.7533333333333333
French Polynesia,0.8400000000000007,1.9620000000000006,2.746999999999999,0.2749999999999999,2.07,0.18199999999999994
Gabon,5.045555555555556,7.657,-0.7829999999999996,-0.1640000000000006,-2.104,0.17999999999999927
"Gambia, The",1.1833333333333331,1.734,-0.08599999999999985,-0.262,0.34899999999999975,-0.16583333333333306
Georgia,4.7075,5.909000000000001,0.9740000000000002,-7.394,6.84,4.6075
Germany,,3.08,1.875,1.7479999999999993,0.788,1.3833333333333333
Ghana,-0.5033333333333334,-0.9380000000000006,-0.8659999999999999,1.4819999999999998,2.7560000000000002,3.7525000000000004
Greece,7.884444444444444,4.601999999999999,0.22499999999999992,1.4060000000000004,2.447,-1.461666666666667
Greenland,,5.6611111111111105,2.060999999999999,-0.16500000000000092,3.827,1.0399999999999998
Grenada,,6.43,3.224,2.889,2.157,1.1075
Guam,,,,,1.3185714285714285,-0.5390909090909091
Guatemala,2.57,3.419,-1.7210000000000003,1.494,1.239,1.7208333333333334
Guinea,,,1.4033333333333333,1.352,0.7270000000000001,3.080833333333333
Guinea-Bissau,,2.137777777777777,0.7790000000000035,-0.8129999999999997,0.2879999999999998,0.7866666666666666
Guyana,1.441111111111111,0.5660000000000003,-2.406,4.721,1.9080000000000001,7.9399999999999995
Haiti,-1.0388888888888888,2.6619999999999995,-2.3259999999999996,-1.6710000000000003,0.5259999999999999,-0.7216666666666667
Heavily indebted poor countries (HIPC),0.7766666666666664,0.5779999999999998,-0.9100000000000004,-0.5589999999999997,1.7049999999999998,1.3733333333333335
High income,4.218888888888889,2.751,2.211,1.9949999999999999,1.213,1.2766666666666666
Honduras,1.9588888888888893,2.327,-0.3729999999999998,-0.10299999999999995,2.013,1.5491666666666666
"Hong Kong SAR, China",6.235,6.385,5.901999999999999,2.093,3.654,1.8608333333333338
Hungary,,,,1.5412500000000002,2.748,2.805
IBRD only,2.957777777777778,3.588,1.9549999999999998,1.8910000000000002,4.994,3.925833333333333
Iceland,2.7655555555555553,,,4.4775,2.058,0.8233333333333333
IDA & IBRD total,2.6599999999999997,3.3419999999999996,1.5929999999999997,1.604,4.625,3.5066666666666664
IDA blend,1.226666666666667,3.2439999999999998,-0.9339999999999997,-0.11699999999999999,3.065,1.3666666666666667
IDA only,1.0950000000000002,0.3680000000000001,-0.5459999999999999,0.42700000000000005,2.6580000000000004,1.663333333333333
IDA total,0.9622222222222223,1.8470000000000013,-0.6960000000000002,0.16700000000000004,2.848,1.5316666666666667
India,1.7722222222222221,0.593,3.3379999999999996,3.7430000000000003,4.601000000000001,4.533333333333333
Indonesia,0.7955555555555556,4.506,3.5700000000000003,2.659,3.704,3.3758333333333335
"Iran, Islamic Rep.",8.604444444444445,1.2720000000000002,-4.589999999999996,2.319000000000001,3.459,0.20181818181818212
Iraq,-0.26,6.849,-0.0030000000000001137,11.409000000000006,2.331999999999997,1.3066666666666666
Ireland,,3.417777777777778,2.71,6.231,1.740000000000001,5.93
Isle of Man,,,7.824000000000001,5.106,4.521,3.551
Israel,5.431111111111111,,,1.865,1.4930000000000003,2.0666666666666664
Italy,5.013333333333334,3.493,2.4859999999999998,1.4659999999999997,0.16500000000000004,0.0416666666666663
Jamaica,3.06,-0.21899999999999942,0.5330000000000004,1.2340000000000004,0.3219999999999999,-0.3858333333333335
Japan,9.318888888888889,3.1559999999999997,3.686,1.213,0.3530000000000002,0.9266666666666663
Jordan,,11.523333333333333,-0.5970000000000013,0.29499999999999993,3.1710000000000003,-1.2800000000000002
Kazakhstan,,,,-3.825555555555556,7.791,2.4200000000000004
Kenya,2.3033333333333346,3.265999999999999,0.41200000000000014,-0.823,0.7730000000000001,2.248333333333333
Kiribati,,2.842222222222222,-3.8690000000000033,-0.4849999999999999,-0.5060000000000002,0.46909090909090834
"Korea, Rep.",6.713333333333334,8.621,7.556999999999999,6.3,4.327,2.6275
Kosovo,,,,,4.19,3.9433333333333334
Kuwait,,,,-3.56,1.7639999999999998,-3.084545454545454
Kyrgyz Republic,,,4.41,-4.595000000000001,3.648,1.2141666666666664
Lao PDR,,,1.2000000000000002,3.807,5.15,4.741666666666667
Late-demographic dividend,2.681111111111112,5.431000000000001,3.5140000000000007,2.378,6.407,4.710833333333333
Latin America & Caribbean,2.6433333333333335,3.614,0.08700000000000063,1.092,1.573,0.8433333333333328
Latin America & Caribbean (excluding high income),2.64,3.799,0.030999999999999694,0.9240000000000004,1.5479999999999998,0.7733333333333334
Latin America & the Caribbean (IDA & IBRD countries),2.5366666666666666,3.614,-0.02800000000000047,1.137,1.563,0.8933333333333335
Latvia,,,,6.154999999999999,6.242,3.246666666666666
Least developed countries: UN classification,,,-0.09666666666666657,0.28200000000000003,3.225,1.3966666666666665
Lebanon,,,-43.33,9.701000000000002,2.585,-4.907500000000001
Lesotho,3.416666666666667,5.729,0.7290000000000001,2.412,3.21,0.8116666666666674
Liberia,,,,,-1.5199999999999996,-0.03833333333333355
Libya,,,,,2.2910000000000004,1.8275000000000001
Liechtenstein,,1,3.1689999999999996,4.218,1.1280000000000001,
Lithuania,,,,5.7225,5.956,4.4825
Low & middle income,2.6688888888888895,3.3910000000000005,1.607,1.568,4.701,3.5533333333333332
Low income,,,-0.5662500000000001,-0.015000000000000568,2.181,-0.456666666666667
Lower middle income,2.5344444444444445,2.3009999999999997,0.7050000000000001,1.3850000000000002,3.7089999999999996,2.914166666666667
Luxembourg,2.6455555555555557,2.936000000000001,4.151,3.316,1.8280000000000003,0.4883333333333335
"Macao SAR, China",,,3.335714285714286,0.6629999999999998,7.15,-0.20666666666666345
Madagascar,0.21666666666666656,-1.295,-2.4560000000000004,-1.4320000000000004,0.1479999999999999,-0.4891666666666672
Malawi,2.7,3.3,-2.2769999999999997,2.277,1.5790000000000004,1.1133333333333333
Malaysia,3.5455555555555556,5.553,3.115,4.529,2.69,2.8091666666666666
Maldives,,,,5.5225,2.34,1.4600000000000004
Mali,0.6100000000000001,3.4220000000000006,0.7889999999999997,1.3469999999999995,2.0740000000000007,0.7599999999999998
Malta,,9.884444444444444,2.8529999999999998,4.212,3.221000000000002,3.069166666666667
Marshall Islands,,,2.4812499999999993,0.13600000000000007,0.2440000000000001,1.0541666666666671
Mauritania,4.0625,-0.34499999999999886,-0.622,-0.3150000000000004,0.43599999999999994,0.7099999999999997
Mauritius,,3.0133333333333336,3.2849999999999984,3.993,3.828,2.0533333333333332
Mexico,3.575555555555556,3.4899999999999998,0.1120000000000001,1.7760000000000002,0.040999999999999925,0.7000000000000002
"Micronesia, Fed. Sts.",,,0.14000000000000012,1.072,0.9400000000000004,-0.8191666666666664
Middle East & North Africa,,2.477499999999999,-2.8529999999999998,2.09,2.3339999999999996,0.6133333333333333
Middle East & North Africa (excluding high income),6.4325,2.7180000000000004,-1.2780000000000005,2.175,2.592,0.16166666666666663
Middle East & North Africa (IDA & IBRD countries),6.4325,2.7180000000000004,-1.2780000000000005,2.267999999999999,2.614,0.15916666666666623
Middle income,2.758888888888889,3.508,1.6840000000000002,1.671,4.865,3.7583333333333337
Moldova,,,,-3.3475,4.949999999999999,5.071666666666667
Monaco,,2.5944444444444446,1.253,1.0229999999999997,1.1899999999999997,1.968181818181818
Mongolia,,,3.23125,-1.3449999999999998,4.77,4.341666666666667
Montenegro,,,,-1.9650000000000007,3.193,2.1316666666666664
Morocco,6.863333333333333,3.015,2.521,1.5999999999999999,3.522,1.6466666666666665
Mozambique,,,-0.56111111111111,3.2190000000000003,4.499999999999999,1.7908333333333333
Myanmar,0.6550000000000001,1.9229999999999998,-0.020999999999999908,4.434,11.467,4.081666666666666
Namibia,,,-1.89,1.0849999999999995,2.679,0.31999999999999984
Nauru,,,,,2.864,7.5275
Nepal,0.7344444444444447,0.4139999999999999,1.742,2.33,2.678,3.4791666666666665
Netherlands,4.064444444444445,2.5650000000000004,1.3909999999999998,2.672,1.2160000000000002,0.8175
New Caledonia,4.18,1.8880000000000017,3.0170000000000003,-0.45500000000000007,0.18,
New Zealand,,1.44,1.419,1.315,1.581,1.2341666666666669
Nicaragua,4.355555555555555,-2.3809999999999993,-3.262,0.9629999999999996,1.491,2.206666666666667
Niger,-0.023333333333333428,-0.6940000000000006,-2.783,-1.7730000000000001,0.1719999999999997,1.5741666666666667
Nigeria,0.6733333333333336,4.206999999999997,-3.5009999999999994,-0.2220000000000013,4.936,0.5233333333333334
North America,3.2811111111111106,2.0779999999999994,2.149,1.964,1.0390000000000001,1.3366666666666664
North Macedonia,,,,-1.540000000000001,2.9619999999999997,1.9591666666666667
Northern Mariana Islands,,,,,-7.242857142857145,2.1280000000000006
Norway,3.611111111111111,3.866,2.4750000000000005,3.002,1.0390000000000001,0.5325
OECD members,4.088888888888889,2.519,2.1229999999999998,1.834,1.0589999999999997,1.205
Oman,40.660000000000004,2.2180000000000017,4.797000000000001,1.4729999999999999,1.0259999999999998,-2.753636363636364
Other small states,,,,,4.182222222222222,1.0366666666666662
Pacific island small states,,,-0.454444444444444,1.51,0.21099999999999985,0.09833333333333316
Pakistan,4.096666666666667,1.8500000000000005,3.455,1.08,2.107,1.6158333333333328
Palau,,,,,0.9899999999999998,0.469090909090909
Panama,4.961111111111111,1.9999999999999998,-0.20399999999999885,3.607,3.6690000000000005,3.180833333333333
Papua New Guinea,4.2588888888888885,1.362,-1.2320000000000002,1.865000000000001,0.5499999999999998,2.1558333333333337
Paraguay,2.341111111111111,5.6530000000000005,1.9829999999999997,0.6659999999999999,0.6899999999999995,2.514166666666667
Peru,2.5766666666666667,0.7290000000000001,-1.9279999999999995,1.2849999999999993,4.012,2.6875
Philippines,1.85,2.798,-0.6079999999999997,0.42499999999999993,2.556,3.425
Poland,,,,3.558888888888889,4.146000000000001,3.4041666666666663
Portugal,6.181111111111111,4.648999999999999,3,2.707,0.6099999999999999,0.6441666666666668
Post-demographic dividend,4.275555555555556,2.702,2.4130000000000003,1.964,1.2480000000000002,1.2799999999999998
Pre-demographic dividend,0.5244444444444447,2.603999999999999,-1.5900000000000005,0.09399999999999942,2.651,0.374166666666667
Puerto Rico,6.0777777777777775,4.023,2.112,2.7219999999999995,1.248,-0.08272727272727276
Qatar,,,,,0.5211111111111112,-0.41416666666666657
Romania,,,,-1.1455555555555552,6.032000000000001,3.312500000000001
Russian Federation,,,,-4.882,5.808,1.6966666666666663
Rwanda,0.17333333333333378,2.029,-0.6180000000000003,1.1310000000000002,5.495,3.92
Samoa,,,1.5685714285714285,0.6480000000000006,3.237,0.010000000000000231
San Marino,,,,7.095,0.6139999999999999,-2.7109090909090905
Sao Tome and Principe,,,,,2.8225,1.9108333333333336
Saudi Arabia,2.02,10.997,-7.153999999999999,1.025999999999998,0.6930000000000001,0.40666666666666695
Senegal,-1.5544444444444447,0.2339999999999991,0.15399999999999991,-0.005999999999999783,0.849,1.7858333333333332
Serbia,,,,2.1275000000000004,5.591,2.735
Seychelles,1.887777777777778,7.242,1.1189999999999998,3.311,0.882,2.376666666666667
Sierra Leone,2.0800000000000005,0.5880000000000001,-1.363,-3.099,3.2070000000000003,2.0524999999999998
Singapore,6.38,7.523999999999999,5.601,4.048,2.9939999999999998,3.683333333333332
Sint Maarten (Dutch part),,,,,,-1.8644444444444446
Slovak Republic,,,,4.097142857142857,4.595999999999999,2.3099999999999996
Slovenia,,,,4.305,2.737,1.65
Small states,,,,,3.684444444444445,0.8250000000000002
Solomon Islands,,,-1.7900000000000005,1.5659999999999998,-1.3439999999999976,0.47000000000000064
Somalia,-1.1877777777777787,-0.6509999999999994,-0.24199999999999733,-2.74,,3.9037499999999996
South Africa,3.118888888888889,0.6199999999999999,-0.3430000000000004,-0.7210000000000001,2.266,-0.1466666666666665
South Asia,1.9200000000000002,0.661,3.166,3.222,4.179,4.17
South Asia (IDA & IBRD),1.9200000000000002,0.661,3.166,3.222,4.179,4.17
South Sudan,,,,,0.38,-9.025
Spain,6.67,2.769,2.353,2.26,1.2439999999999998,0.23666666666666664
Sri Lanka,2.275,2.2520000000000002,2.6390000000000002,4.348,4.211,3.5541666666666663
St. Kitts and Nevis,,6.3500000000000005,6.918,3.205,2.686,0.18749999999999978
St. Lucia,,5.445,5.131,1.9739999999999993,0.7519999999999998,-0.5425
St. Vincent and the Grenadines,-0.41888888888888864,3.766,4.05,3.335,3.085,0.3699999999999992
Sub-Saharan Africa,1.4177777777777778,1.6380000000000008,-1.3140000000000005,-0.639,2.35,0.33999999999999986
Sub-Saharan Africa (excluding high income),1.4166666666666665,1.6340000000000003,-1.314,-0.6400000000000001,2.354,0.33999999999999986
Sub-Saharan Africa (IDA & IBRD countries),1.4177777777777778,1.6380000000000008,-1.3140000000000005,-0.639,2.35,0.33999999999999986
Sudan,-1.5833333333333335,1.0190000000000001,0.266,2.4350000000000014,2.066,-1.471666666666667
Suriname,5.683333333333334,3.3729999999999998,-1.327,-1.2859999999999996,3.4290000000000003,-1.2891666666666661
Sweden,3.724444444444445,2.1180000000000003,2.05,1.322,1.634,1.314166666666666
Switzerland,,,1.5033333333333334,0.4670000000000001,1.1720000000000002,0.8008333333333335
Syrian Arab Republic,3.3822222222222216,4.946999999999999,-0.6859999999999999,3.3279999999999994,1.812,-4.766666666666666
Tajikistan,,,-0.7699999999999996,-10.834999999999999,6.346,4.538333333333333
Tanzania,,,0.62,0.31099999999999994,3.4669999999999996,2.6925
Thailand,4.651111111111111,4.765,5.342,4.0440000000000005,3.5789999999999997,2.26
Timor-Leste,,,,,2.0688888888888908,3.420833333333334
Togo,6.047777777777778,0.5459999999999998,-0.7100000000000026,-0.04500000000000082,-1.085,2.705
Tonga,,,2.1350000000000002,2.707999999999999,0.2689999999999999,1.9845454545454546
Trinidad and Tobago,3.803333333333331,3.279,-2.644,4.794,5.987,-1.3891666666666662
Tunisia,2.48,4.788,0.895,3.247,3.407,0.07500000000000018
Turkiye,3.161111111111111,2.2860000000000005,1.9460000000000006,2.33,2.617,4.408333333333333
Turkmenistan,,,0.7799999999999994,-1.0060000000000002,6.195,6.8759999999999994
Turks and Caicos Islands,,,,,,-0.5150000000000001
Tuvalu,,,,3.2077777777777774,-0.35699999999999976,2.5608333333333344
Uganda,,,-0.4257142857142857,3.5780000000000003,3.829,1.4891666666666667
Ukraine,,,2.74,-8.546000000000001,5.535,0.9483333333333328
United Arab Emirates,,0.13499999999999943,-4.574999999999999,-0.10500000000000043,-4.834,0.8136363636363644
United Kingdom,2.4722222222222223,2.852,2.5160000000000005,1.9540000000000002,1.0199999999999996,0.8791666666666667
United States,3.3288888888888892,2.113,2.1779999999999995,1.9689999999999999,0.9569999999999999,1.3991666666666664
Upper middle income,2.9499999999999993,4.23,2.366,2.065,5.641,4.3725000000000005
Uruguay,0.2288888888888888,2.335,0.05999999999999961,2.988,2.0540000000000007,1.9241666666666672
Uzbekistan,,,3.5749999999999997,-2.2569999999999997,5.054,4.184166666666667
Vanuatu,,,-1.8279999999999976,1.2539999999999996,0.6539999999999999,-0.8074999999999999
"Venezuela, RB",1.3155555555555558,0.9900000000000002,-2.732,0.29000000000000004,2.268,-0.25
Vietnam,,,2.2239999999999998,5.587,5.615,4.846666666666667
Virgin Islands (U.S.),,,,,1.2314285714285713,-2.3236363636363637
West Bank and Gaza,,,,5.172000000000001,0.9230000000000018,0.7441666666666666
World,3.3233333333333333,2.091,1.2929999999999997,1.306,1.7369999999999999,1.6825
"Yemen, Rep.",,,,1.3833333333333333,1.193,-6.465833333333334
Zambia,0.6644444444444446,-1.719,-1.796,-1.2880000000000003,4.027,1.0700000000000003
Zimbabwe,1.2166666666666661,0.674000000000003,1.612,1.3519999999999999,-5.734999999999999,3.418333333333335
