time,country_name,adolescent_fertility_rate,life_expectancy,mortality_rate,GDP_per_capita,C02_emissions,health_expend_per_capita,electric_power_consumption,oop_expend_per_capita,net_income_per_capita
2000,Afghanistan,153.951,55.841,60.9,0,0.0365737041708027,0,0,0,0
2000,Albania,19.0372,73.955,12.1,1126.68334010717,1.026213108529,275.79718018,1449.64741324695,166.58788586,1037.50539788078
2000,Algeria,11.7556,70.64,21.1,1765.02714611601,2.57874448356462,294.70330811,683.294806257204,76.01728371,1280.12758205588
2000,American Samoa,0,0,0,0,0,0,0,0,0
2000,Andorra,0,0,3.8,21854.2468030614,7.95228628230616,1936.80212402,0,300.53808445,0
2000,Angola,196.6992,46.522,50.3,556.83618223535,0.988077382561056,62.69586563,75.2646598815027,17.11891028,208.198292199421
2000,Antigua and Barbuda,61.9748,73.94,9.7,10872.2929515751,4.34170536924231,794.05975342,0,176.47406744,0
2000,Argentina,66.3552,73.576,11,7708.09911454041,3.58739203786108,1067.82861328,2088.80762975662,310.78438415,6445.7350235875
2000,Armenia,39.3926,71.409,16.1,622.740922945281,1.15976136281082,111.53931427,1297.56446856053,69.16658908,541.715995976188
2000,Aruba,43.593,73.787,0,20614.7993478518,0,0,0,0,18246.2204954601
2000,Australia,17.9326,79.2341463414634,3.5,21697.7084797731,17.7230721035869,2155.34155273,10193.9121808594,452.56006737,17064.0399129089
2000,Austria,13.9232,78.1268292682927,3.1,24625.6007227434,7.92978551259517,2708.02954102,7076.26948339438,482.63096078,20326.2441359241
2000,Azerbaijan,36.5066,66.763,34.3,655.119945170816,3.44034987451234,100.59249878,2040.4790895311,69.01441504,391.570953355529
2000,"Bahamas, The",51.222,71.914,8,27098.1563186767,7.48209163045849,1054.58325195,0,287.13152919,24838.2689455595
2000,Bahrain,17.583,74.44,4.7,13636.4167499288,23.8937121018342,1502.3873291,20014.7454898361,387.49881564,9334.24667533895
2000,Bangladesh,112.2538,65.447,44,418.068942112038,0.169593941656331,28.25704193,104.607736576381,17.26373137,398.007724114109
2000,Barbados,51.1212,77.162,9.3,11268.4200640121,4.56703411648147,677.41107178,0,266.72893385,9864.33354745576
2000,Belarus,27.783,68.9121951219512,6,1276.2880341,5.30481652088609,320.86871338,2996.30947501957,51.42999359,1091.51657216491
2000,Belgium,10.6408,77.7219512195122,3,23098.8865077401,11.4395805389587,2226.14428711,8247.67711254725,450.28731863,19774.6232949655
2000,Belize,97.2162,68.847,12,3364.49173102584,1.81957866645101,219.25671387,0,81.79722149,2651.80920385079
2000,Benin,118.5246,55.391,39,512.673901962619,0.2068178223365,54.59894562,58.1128951494812,28.59346514,409.305389359278
2000,Bermuda,0,77.8853658536585,0,56284.1686478094,0,0,0,0,0
2000,Bhutan,77.1602,60.884,31.8,718.196336969414,0.355321532146447,115.98996735,0,13.38680179,636.90573602816
2000,Bolivia,86.5276,62.452,29.6,997.581750795456,0.975259762397737,151.10050964,415.881172735016,50.62970348,862.358625732684
2000,Bosnia and Herzegovina,21.4168,74.403,6.9,1484.17605712863,3.72149960439073,351.18783569,2030.29663230944,138.69509696,1487.77912304048
2000,Botswana,59.1762,50.629,16.6,3522.3108214571,2.45233315463147,511.87954712,1155.57832770351,56.21947222,2866.59317576666
2000,Brazil,82.21,70.116,18.5,3749.91084752888,1.79454998368073,755.17840576,1897.3531483339,276.33654855,3211.67779198211
2000,British Virgin Islands,0,0,0,0,0,0,0,0,0
2000,Brunei Darussalam,27.4754,72.809,5,18012.5021948953,14.1671118901689,1875.74145508,7545.78798556876,296.95449619,12540.5517692877
2000,Bulgaria,44.808,71.6634146341463,7.9,1621.24296080247,5.31445360024244,373.59814453,3673.60687143429,150.84287428,1373.51876774311
2000,Burkina Faso,139.304,50.489,40.7,255.718687257319,0.0809789772544698,27.19965553,0,11.46739689,239.29110609194
2000,Burundi,76.266,49.091,36.6,136.46397080034,0.0407595638789372,32.55393982,0,13.60329355,95.8285938967016
2000,Cabo Verde,96.512,68.583,18.1,1259.35306724402,0.513805006329143,136.95896912,0,34.59472475,1072.32816295093
2000,Cambodia,49.5172,58.432,35.2,300.613679010462,0.161247317103791,70.34794617,32.7430776567902,48.31669533,269.907737769173
2000,Cameroon,154.7712,50.993,35.6,681.102042961201,0.335826918029355,83.44686127,175.261687163496,64.69634262,528.363359557084
2000,Canada,16.8338,79.1365853658537,3.8,24271.0020563821,16.7576264276587,2429.60571289,17037.0722808289,403.44114226,19237.606657751
2000,Cayman Islands,0,0,0,0,0,0,0,0,0
2000,Central African Republic,149.054,44.19,49,251.832764026789,0.0659264409253765,27.27721214,0,12.83117074,225.718496934861
2000,Chad,212.41,47.713,44.1,166.175708881786,0.034707037893144,45.39679337,0,25.52037901,139.847785410049
2000,Channel Islands,13.656,79.037,0,43380.8029830685,0,0,0,0,0
2000,Chile,60.3632,76.366,5.7,5100.25413288222,3.2863283656024,672.11029053,2499.2911776879,287.76378603,4085.0237964007
2000,China,9.911,71.397,21.4,959.372483635864,2.65041242787957,128.20191956,992.943384720171,77.08183485,800.582412645383
2000,Colombia,97.6814,72.945,13.5,2520.48108876016,1.4721183831477,373.70169067,845.597516929425,51.16362162,2008.24448707819
2000,Comoros,94.8934,59.46,40.8,647.425811810504,0.184380058927867,130.8059845,0,104.36841066,592.476428435904
2000,"Congo, Dem. Rep.",125.4476,50.041,38.4,405.216218582649,0.0346029355602056,6.93158865,96.5697876462425,3.54082913,313.206492586816
2000,"Congo, Rep.",122.1396,52.123,30.7,1032.137575841,1.39092286932999,57.38006973,95.6059627424522,30.23914124,61.6812004284883
2000,Costa Rica,74.9312,77.452,7.7,3789.05388636246,1.24925265668089,516.6998291,1506.92679051345,163.14731383,3392.85469295644
2000,Cote d'Ivoire,137.767,49.635,45.8,1007.46738950787,0.394417143836457,194.06132507,173.993263914295,141.79125329,539.456913289763
2000,Croatia,16.773,72.8078048780488,5.5,4887.71371564115,4.03732782609591,811.42340088,2828.81506218693,112.47344292,3987.99196950269
2000,Cuba,52.9062,76.699,4.3,2747.10030348478,2.54798869322153,547.91278076,1137.92186401685,88.9228566,2365.63975179423
2000,Curacao,41.2672,0,0,0,0,0,7291.19976094427,0,0
2000,Cyprus,9.5572,78.009,3.7,14388.34765625,7.55866713029319,1136.26074219,3373.30698577741,635.19142612,11346.9306640625
2000,Czechia,13.4416,74.9682926829268,2.7,6029.03819275358,12.0106526893106,923.91699219,5703.81673910731,94.21649731,4584.27836433112
2000,Denmark,7.1736,76.5926829268293,3.5,30743.5476816354,9.85089564493027,2327.7578125,6482.48862839575,357.46056561,24600.5938248466
2000,Djibouti,33.099,57.022,43.9,768.183570343678,0.515624107238666,70.82596588,0,36.35671475,760.454322196334
2000,Dominica,0,0,12.9,4787.80144106777,1.8664752333094,346.76785278,0,114.51888335,3976.40953186036
2000,Dominican Republic,107.8534,69.429,23.3,2869.17813861021,2.20390760964322,324.24505615,1327.77465416534,179.37282871,2664.14611882945
2000,Ecuador,84.1908,72.761,14.1,1445.27932442901,1.73880499384794,194.50372314,634.880680520172,123.67178993,1001.72283224901
2000,"Egypt, Arab Rep.",55.6848,68.602,22.4,1450.47624243298,1.66507919237804,299.894104,976.964622377226,187.40187281,1271.98599006128
2000,El Salvador,91.262,68.875,15,2001.54004887966,0.956193433006167,396.9402771,614.986930890822,205.15617013,1835.69816633532
2000,Equatorial Guinea,183.0362,53.279,44.3,1725.55758427978,3.66227853112937,182.89834595,0,142.90491345,0
2000,Eritrea,88.595,55.273,27,308.134186808579,0.279181805372767,72.85005951,75.030110193931,46.45501569,262.635680425773
2000,Estonia,26.2586,70.4170731707317,5.3,4070.60902410208,10.6801433086254,485.22485352,4540.49256076479,98.81418487,3406.05203571554
2000,Eswatini,108.631,47.49,25.3,1728.71049762741,0.686272169574869,217.65803528,0,40.32154274,1515.84163413768
2000,Ethiopia,110.6438,51.941,48.6,124.460790874921,0.0537562894292379,21.06814003,22.755822519624,7.57553407,93.3180773583774
2000,Faroe Islands,0,78.4365853658537,0,22856.7388330401,0,0,0,0,0
2000,Fiji,42.88,65.687,10.1,2069.31745471458,0.998753407783618,216.50065613,0,23.46275421,1849.12587205926
2000,Finland,10.1402,77.4658536585366,2.5,24345.9148217032,10.6448561099446,1896.23779297,15305.409808607,410.10053812,20023.603117462
